technique_id,control_id,Technique Name,Control Name
T1543.002,SI-16,Systemd Service,Memory Protection
T1548,SI-16,Abuse Elevation Control Mechanism,Memory Protection
T1548.004,SI-16,Elevated Execution with Prompt,Memory Protection
T1003.001,SI-16,LSASS Memory,Memory Protection
T1218,SI-16,Signed Binary Proxy Execution,Memory Protection
T1611,SI-16,Escape to Host,Memory Protection
T1027,SI-2,Obfuscated Files or Information,Flaw Remediation
T1027.002,SI-2,Software Packing,Flaw Remediation
T1047,SI-2,Windows Management Instrumentation,Flaw Remediation
T1059,SI-2,Command and Scripting Interpreter,Flaw Remediation
T1059.001,SI-2,PowerShell,Flaw Remediation
T1059.005,SI-2,Visual Basic,Flaw Remediation
T1106,SI-2,Native API,Flaw Remediation
T1189,SI-2,Drive-by Compromise,Flaw Remediation
T1190,SI-2,Exploit Public-Facing Application,Flaw Remediation
T1195,SI-2,Supply Chain Compromise,Flaw Remediation
T1195.001,SI-2,Compromise Software Dependencies and Development Tools,Flaw Remediation
T1195.002,SI-2,Compromise Software Supply Chain,Flaw Remediation
T1210,SI-2,Exploitation of Remote Services,Flaw Remediation
T1211,SI-2,Exploitation for Defense Evasion,Flaw Remediation
T1213.003,SI-2,Code Repositories,Flaw Remediation
T1221,SI-2,Template Injection,Flaw Remediation
T1495,SI-2,Firmware Corruption,Flaw Remediation
T1525,SI-2,Implant Internal Image,Flaw Remediation
T1546.006,SI-2,LC_LOAD_DYLIB Addition,Flaw Remediation
T1547.006,SI-2,Kernel Modules and Extensions,Flaw Remediation
T1548.002,SI-2,Bypass User Account Control,Flaw Remediation
T1559,SI-2,Inter-Process Communication,Flaw Remediation
T1559.002,SI-2,Dynamic Data Exchange,Flaw Remediation
T1574,SI-2,Hijack Execution Flow,Flaw Remediation
T1003,SI-2,OS Credential Dumping,Flaw Remediation
T1055.002,SI-2,Portable Executable Injection,Flaw Remediation
T1055.003,SI-2,Thread Execution Hijacking,Flaw Remediation
T1055.004,SI-2,Asynchronous Procedure Call,Flaw Remediation
T1055.005,SI-2,Thread Local Storage,Flaw Remediation
T1055.008,SI-2,Ptrace System Calls,Flaw Remediation
T1055.009,SI-2,Proc Memory,Flaw Remediation
T1055.011,SI-2,Extra Window Memory Injection,Flaw Remediation
T1055.012,SI-2,Process Hollowing,Flaw Remediation
T1055.013,SI-2,Process Doppelgänging,Flaw Remediation
T1059.006,SI-2,Python,Flaw Remediation
T1072,SI-2,Software Deployment Tools,Flaw Remediation
T1137,SI-2,Office Application Startup,Flaw Remediation
T1137.003,SI-2,Outlook Forms,Flaw Remediation
T1137.004,SI-2,Outlook Home Page,Flaw Remediation
T1137.005,SI-2,Outlook Rules,Flaw Remediation
T1204.001,SI-2,Malicious Link,Flaw Remediation
T1204.003,SI-2,Malicious Image,Flaw Remediation
T1542,SI-2,Pre-OS Boot,Flaw Remediation
T1542.001,SI-2,System Firmware,Flaw Remediation
T1542.003,SI-2,Bootkit,Flaw Remediation
T1542.004,SI-2,ROMMONkit,Flaw Remediation
T1542.005,SI-2,TFTP Boot,Flaw Remediation
T1546.010,SI-2,AppInit DLLs,Flaw Remediation
T1546.011,SI-2,Application Shimming,Flaw Remediation
T1550.002,SI-2,Pass the Hash,Flaw Remediation
T1552,SI-2,Unsecured Credentials,Flaw Remediation
T1552.006,SI-2,Group Policy Preferences,Flaw Remediation
T1553,SI-2,Subvert Trust Controls,Flaw Remediation
T1553.006,SI-2,Code Signing Policy Modification,Flaw Remediation
T1555.005,SI-2,Password Managers,Flaw Remediation
T1566,SI-2,Phishing,Flaw Remediation
T1566.001,SI-2,Spearphishing Attachment,Flaw Remediation
T1566.003,SI-2,Spearphishing via Service,Flaw Remediation
T1574.002,SI-2,DLL Side-Loading,Flaw Remediation
T1601,SI-2,Modify System Image,Flaw Remediation
T1601.001,SI-2,Patch System Image,Flaw Remediation
T1601.002,SI-2,Downgrade System Image,Flaw Remediation
T1606,SI-2,Forge Web Credentials,Flaw Remediation
T1606.001,SI-2,Web Cookies,Flaw Remediation
T1003.001,SI-2,LSASS Memory,Flaw Remediation
T1055,SI-2,Process Injection,Flaw Remediation
T1055.001,SI-2,Dynamic-link Library Injection,Flaw Remediation
T1055.014,SI-2,VDSO Hijacking,Flaw Remediation
T1068,SI-2,Exploitation for Privilege Escalation,Flaw Remediation
T1195.003,SI-2,Compromise Hardware Supply Chain,Flaw Remediation
T1212,SI-2,Exploitation for Credential Access,Flaw Remediation
T1611,SI-2,Escape to Host,Flaw Remediation
T1204,SI-2,User Execution,Flaw Remediation
T1027.007,SI-2,Dynamic API Resolution,Flaw Remediation
T1027.008,SI-2,Stripped Payloads,Flaw Remediation
T1027.009,SI-2,Embedded Payloads,Flaw Remediation
T1546.016,SI-2,Installer Packages,Flaw Remediation
T1574.013,SI-2,KernelCallbackTable,Flaw Remediation
T1070,SI-23,Indicator Removal on Host,Information Fragmentation
T1070.001,SI-23,Clear Windows Event Logs,Information Fragmentation
T1565,SI-23,Data Manipulation,Information Fragmentation
T1565.001,SI-23,Stored Data Manipulation,Information Fragmentation
T1070.002,SI-23,Clear Linux or Mac System Logs,Information Fragmentation
T1072,SI-23,Software Deployment Tools,Information Fragmentation
T1119,SI-23,Automated Collection,Information Fragmentation
T1011.001,SI-3,Exfiltration Over Bluetooth,Malicious Code Protection
T1027,SI-3,Obfuscated Files or Information,Malicious Code Protection
T1027.002,SI-3,Software Packing,Malicious Code Protection
T1037.002,SI-3,Logon Script (Mac),Malicious Code Protection
T1037.005,SI-3,Startup Items,Malicious Code Protection
T1047,SI-3,Windows Management Instrumentation,Malicious Code Protection
T1059,SI-3,Command and Scripting Interpreter,Malicious Code Protection
T1059.001,SI-3,PowerShell,Malicious Code Protection
T1059.002,SI-3,AppleScript,Malicious Code Protection
T1059.005,SI-3,Visual Basic,Malicious Code Protection
T1059.008,SI-3,Network Device CLI,Malicious Code Protection
T1070,SI-3,Indicator Removal on Host,Malicious Code Protection
T1070.001,SI-3,Clear Windows Event Logs,Malicious Code Protection
T1070.003,SI-3,Clear Command History,Malicious Code Protection
T1095,SI-3,Non-Application Layer Protocol,Malicious Code Protection
T1098.004,SI-3,SSH Authorized Keys,Malicious Code Protection
T1105,SI-3,Ingress Tool Transfer,Malicious Code Protection
T1106,SI-3,Native API,Malicious Code Protection
T1176,SI-3,Browser Extensions,Malicious Code Protection
T1189,SI-3,Drive-by Compromise,Malicious Code Protection
T1190,SI-3,Exploit Public-Facing Application,Malicious Code Protection
T1203,SI-3,Exploitation for Client Execution,Malicious Code Protection
T1210,SI-3,Exploitation of Remote Services,Malicious Code Protection
T1211,SI-3,Exploitation for Defense Evasion,Malicious Code Protection
T1218.003,SI-3,CMSTP,Malicious Code Protection
T1218.004,SI-3,InstallUtil,Malicious Code Protection
T1218.008,SI-3,Odbcconf,Malicious Code Protection
T1218.009,SI-3,Regsvcs/Regasm,Malicious Code Protection
T1218.012,SI-3,Verclsid,Malicious Code Protection
T1218.013,SI-3,Mavinject,Malicious Code Protection
T1218.014,SI-3,MMC,Malicious Code Protection
T1219,SI-3,Remote Access Software,Malicious Code Protection
T1221,SI-3,Template Injection,Malicious Code Protection
T1486,SI-3,Data Encrypted for Impact,Malicious Code Protection
T1490,SI-3,Inhibit System Recovery,Malicious Code Protection
T1491,SI-3,Defacement,Malicious Code Protection
T1491.001,SI-3,Internal Defacement,Malicious Code Protection
T1491.002,SI-3,External Defacement,Malicious Code Protection
T1525,SI-3,Implant Internal Image,Malicious Code Protection
T1543,SI-3,Create or Modify System Process,Malicious Code Protection
T1546.002,SI-3,Screensaver,Malicious Code Protection
T1546.003,SI-3,Windows Management Instrumentation Event Subscription,Malicious Code Protection
T1546.006,SI-3,LC_LOAD_DYLIB Addition,Malicious Code Protection
T1547.002,SI-3,Authentication Package,Malicious Code Protection
T1547.006,SI-3,Kernel Modules and Extensions,Malicious Code Protection
T1547.007,SI-3,Re-opened Applications,Malicious Code Protection
T1547.008,SI-3,LSASS Driver,Malicious Code Protection
T1558,SI-3,Steal or Forge Kerberos Tickets,Malicious Code Protection
T1558.003,SI-3,Kerberoasting,Malicious Code Protection
T1559,SI-3,Inter-Process Communication,Malicious Code Protection
T1559.002,SI-3,Dynamic Data Exchange,Malicious Code Protection
T1562,SI-3,Impair Defenses,Malicious Code Protection
T1562.001,SI-3,Disable or Modify Tools,Malicious Code Protection
T1562.006,SI-3,Indicator Blocking,Malicious Code Protection
T1567,SI-3,Exfiltration Over Web Service,Malicious Code Protection
T1568.002,SI-3,Domain Generation Algorithms,Malicious Code Protection
T1570,SI-3,Lateral Tool Transfer,Malicious Code Protection
T1574,SI-3,Hijack Execution Flow,Malicious Code Protection
T1574.007,SI-3,Path Interception by PATH Environment Variable,Malicious Code Protection
T1602.002,SI-3,Network Device Configuration Dump,Malicious Code Protection
T1001,SI-3,Data Obfuscation,Malicious Code Protection
T1001.001,SI-3,Junk Data,Malicious Code Protection
T1001.002,SI-3,Steganography,Malicious Code Protection
T1001.003,SI-3,Protocol Impersonation,Malicious Code Protection
T1003,SI-3,OS Credential Dumping,Malicious Code Protection
T1003.004,SI-3,LSA Secrets,Malicious Code Protection
T1003.005,SI-3,Cached Domain Credentials,Malicious Code Protection
T1003.006,SI-3,DCSync,Malicious Code Protection
T1003.007,SI-3,Proc Filesystem,Malicious Code Protection
T1003.008,SI-3,/etc/passwd and /etc/shadow,Malicious Code Protection
T1008,SI-3,Fallback Channels,Malicious Code Protection
T1021.003,SI-3,Distributed Component Object Model,Malicious Code Protection
T1021.005,SI-3,VNC,Malicious Code Protection
T1025,SI-3,Data from Removable Media,Malicious Code Protection
T1029,SI-3,Scheduled Transfer,Malicious Code Protection
T1030,SI-3,Data Transfer Size Limits,Malicious Code Protection
T1036,SI-3,Masquerading,Malicious Code Protection
T1036.003,SI-3,Rename System Utilities,Malicious Code Protection
T1036.005,SI-3,Match Legitimate Name or Location,Malicious Code Protection
T1037,SI-3,Boot or Logon Initialization Scripts,Malicious Code Protection
T1037.003,SI-3,Network Logon Script,Malicious Code Protection
T1037.004,SI-3,RC Scripts,Malicious Code Protection
T1041,SI-3,Exfiltration Over C2 Channel,Malicious Code Protection
T1048,SI-3,Exfiltration Over Alternative Protocol,Malicious Code Protection
T1048.001,SI-3,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,Malicious Code Protection
T1048.002,SI-3,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,Malicious Code Protection
T1048.003,SI-3,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,Malicious Code Protection
T1052,SI-3,Exfiltration Over Physical Medium,Malicious Code Protection
T1052.001,SI-3,Exfiltration over USB,Malicious Code Protection
T1055.002,SI-3,Portable Executable Injection,Malicious Code Protection
T1055.003,SI-3,Thread Execution Hijacking,Malicious Code Protection
T1055.004,SI-3,Asynchronous Procedure Call,Malicious Code Protection
T1055.005,SI-3,Thread Local Storage,Malicious Code Protection
T1055.008,SI-3,Ptrace System Calls,Malicious Code Protection
T1055.009,SI-3,Proc Memory,Malicious Code Protection
T1055.011,SI-3,Extra Window Memory Injection,Malicious Code Protection
T1055.012,SI-3,Process Hollowing,Malicious Code Protection
T1055.013,SI-3,Process Doppelgänging,Malicious Code Protection
T1059.003,SI-3,Windows Command Shell,Malicious Code Protection
T1059.004,SI-3,Unix Shell,Malicious Code Protection
T1059.006,SI-3,Python,Malicious Code Protection
T1059.007,SI-3,JavaScript,Malicious Code Protection
T1070.002,SI-3,Clear Linux or Mac System Logs,Malicious Code Protection
T1071,SI-3,Application Layer Protocol,Malicious Code Protection
T1071.001,SI-3,Web Protocols,Malicious Code Protection
T1071.002,SI-3,File Transfer Protocols,Malicious Code Protection
T1071.003,SI-3,Mail Protocols,Malicious Code Protection
T1071.004,SI-3,DNS,Malicious Code Protection
T1072,SI-3,Software Deployment Tools,Malicious Code Protection
T1080,SI-3,Taint Shared Content,Malicious Code Protection
T1090,SI-3,Proxy,Malicious Code Protection
T1090.001,SI-3,Internal Proxy,Malicious Code Protection
T1090.002,SI-3,External Proxy,Malicious Code Protection
T1092,SI-3,Communication Through Removable Media,Malicious Code Protection
T1102,SI-3,Web Service,Malicious Code Protection
T1102.001,SI-3,Dead Drop Resolver,Malicious Code Protection
T1102.002,SI-3,Bidirectional Communication,Malicious Code Protection
T1102.003,SI-3,One-Way Communication,Malicious Code Protection
T1104,SI-3,Multi-Stage Channels,Malicious Code Protection
T1132,SI-3,Data Encoding,Malicious Code Protection
T1132.001,SI-3,Standard Encoding,Malicious Code Protection
T1132.002,SI-3,Non-Standard Encoding,Malicious Code Protection
T1137,SI-3,Office Application Startup,Malicious Code Protection
T1137.001,SI-3,Office Template Macros,Malicious Code Protection
T1185,SI-3,Browser Session Hijacking,Malicious Code Protection
T1204.001,SI-3,Malicious Link,Malicious Code Protection
T1204.003,SI-3,Malicious Image,Malicious Code Protection
T1218.001,SI-3,Compiled HTML File,Malicious Code Protection
T1218.002,SI-3,Control Panel,Malicious Code Protection
T1218.005,SI-3,Mshta,Malicious Code Protection
T1485,SI-3,Data Destruction,Malicious Code Protection
T1505.004,SI-3,IIS Components,Malicious Code Protection
T1539,SI-3,Steal Web Session Cookie,Malicious Code Protection
T1543.002,SI-3,Systemd Service,Malicious Code Protection
T1546.004,SI-3,Unix Shell Configuration Modification,Malicious Code Protection
T1546.013,SI-3,PowerShell Profile,Malicious Code Protection
T1546.014,SI-3,Emond,Malicious Code Protection
T1547.005,SI-3,Security Support Provider,Malicious Code Protection
T1547.013,SI-3,XDG Autostart Entries,Malicious Code Protection
T1548,SI-3,Abuse Elevation Control Mechanism,Malicious Code Protection
T1548.004,SI-3,Elevated Execution with Prompt,Malicious Code Protection
T1553.003,SI-3,SIP and Trust Provider Hijacking,Malicious Code Protection
T1557.002,SI-3,ARP Cache Poisoning,Malicious Code Protection
T1558.002,SI-3,Silver Ticket,Malicious Code Protection
T1558.004,SI-3,AS-REP Roasting,Malicious Code Protection
T1559.001,SI-3,Component Object Model,Malicious Code Protection
T1560,SI-3,Archive Collected Data,Malicious Code Protection
T1561,SI-3,Disk Wipe,Malicious Code Protection
T1561.001,SI-3,Disk Content Wipe,Malicious Code Protection
T1561.002,SI-3,Disk Structure Wipe,Malicious Code Protection
T1562.002,SI-3,Disable Windows Event Logging,Malicious Code Protection
T1562.004,SI-3,Disable or Modify System Firewall,Malicious Code Protection
T1564.004,SI-3,NTFS File Attributes,Malicious Code Protection
T1564.008,SI-3,Email Hiding Rules,Malicious Code Protection
T1564.009,SI-3,Resource Forking,Malicious Code Protection
T1566,SI-3,Phishing,Malicious Code Protection
T1566.001,SI-3,Spearphishing Attachment,Malicious Code Protection
T1566.003,SI-3,Spearphishing via Service,Malicious Code Protection
T1568,SI-3,Dynamic Resolution,Malicious Code Protection
T1569,SI-3,System Services,Malicious Code Protection
T1569.002,SI-3,Service Execution,Malicious Code Protection
T1571,SI-3,Non-Standard Port,Malicious Code Protection
T1572,SI-3,Protocol Tunneling,Malicious Code Protection
T1573,SI-3,Encrypted Channel,Malicious Code Protection
T1573.001,SI-3,Symmetric Cryptography,Malicious Code Protection
T1573.002,SI-3,Asymmetric Cryptography,Malicious Code Protection
T1574.001,SI-3,DLL Search Order Hijacking,Malicious Code Protection
T1574.004,SI-3,Dylib Hijacking,Malicious Code Protection
T1574.008,SI-3,Path Interception by Search Order Hijacking,Malicious Code Protection
T1574.009,SI-3,Path Interception by Unquoted Path,Malicious Code Protection
T1598,SI-3,Phishing for Information,Malicious Code Protection
T1598.001,SI-3,Spearphishing Service,Malicious Code Protection
T1598.002,SI-3,Spearphishing Attachment,Malicious Code Protection
T1602,SI-3,Data from Configuration Repository,Malicious Code Protection
T1602.001,SI-3,SNMP (MIB Dump),Malicious Code Protection
T1003.001,SI-3,LSASS Memory,Malicious Code Protection
T1003.002,SI-3,Security Account Manager,Malicious Code Protection
T1003.003,SI-3,NTDS,Malicious Code Protection
T1005,SI-3,Data from Local System,Malicious Code Protection
T1046,SI-3,Network Service Scanning,Malicious Code Protection
T1055,SI-3,Process Injection,Malicious Code Protection
T1055.001,SI-3,Dynamic-link Library Injection,Malicious Code Protection
T1055.014,SI-3,VDSO Hijacking,Malicious Code Protection
T1056.002,SI-3,GUI Input Capture,Malicious Code Protection
T1068,SI-3,Exploitation for Privilege Escalation,Malicious Code Protection
T1091,SI-3,Replication Through Removable Media,Malicious Code Protection
T1111,SI-3,Two-Factor Authentication Interception,Malicious Code Protection
T1201,SI-3,Password Policy Discovery,Malicious Code Protection
T1212,SI-3,Exploitation for Credential Access,Malicious Code Protection
T1218,SI-3,Signed Binary Proxy Execution,Malicious Code Protection
T1557,SI-3,Adversary-in-the-Middle,Malicious Code Protection
T1557.001,SI-3,LLMNR/NBT-NS Poisoning and SMB Relay,Malicious Code Protection
T1560.001,SI-3,Archive via Utility,Malicious Code Protection
T1566.002,SI-3,Spearphishing Link,Malicious Code Protection
T1598.003,SI-3,Spearphishing Link,Malicious Code Protection
T1611,SI-3,Escape to Host,Malicious Code Protection
T1204,SI-3,User Execution,Malicious Code Protection
T1204.002,SI-3,Malicious File,Malicious Code Protection
T1557.003,SI-3,DHCP Spoofing,Malicious Code Protection
T1027.007,SI-3,Dynamic API Resolution,Malicious Code Protection
T1027.008,SI-3,Stripped Payloads,Malicious Code Protection
T1027.009,SI-3,Embedded Payloads,Malicious Code Protection
T1070.007,SI-3,Clear Network Connection History and Configurations,Malicious Code Protection
T1070.008,SI-3,Clear Mailbox Data,Malicious Code Protection
T1070.009,SI-3,Clear Persistence,Malicious Code Protection
T1546.016,SI-3,Installer Packages,Malicious Code Protection
T1574.013,SI-3,KernelCallbackTable,Malicious Code Protection
T1622,SI-3,Debugger Evasion,Malicious Code Protection
T1055.015,SI-3,ListPlanting,Malicious Code Protection
T1011,SI-4,Exfiltration Over Other Network Medium,System Monitoring
T1011.001,SI-4,Exfiltration Over Bluetooth,System Monitoring
T1020.001,SI-4,Traffic Duplication,System Monitoring
T1021.001,SI-4,Remote Desktop Protocol,System Monitoring
T1027,SI-4,Obfuscated Files or Information,System Monitoring
T1027.002,SI-4,Software Packing,System Monitoring
T1037.002,SI-4,Logon Script (Mac),System Monitoring
T1037.005,SI-4,Startup Items,System Monitoring
T1047,SI-4,Windows Management Instrumentation,System Monitoring
T1053,SI-4,Scheduled Task/Job,System Monitoring
T1053.002,SI-4,At (Windows),System Monitoring
T1053.003,SI-4,Cron,System Monitoring
T1053.005,SI-4,Scheduled Task,System Monitoring
T1059,SI-4,Command and Scripting Interpreter,System Monitoring
T1059.001,SI-4,PowerShell,System Monitoring
T1059.002,SI-4,AppleScript,System Monitoring
T1059.005,SI-4,Visual Basic,System Monitoring
T1059.008,SI-4,Network Device CLI,System Monitoring
T1070,SI-4,Indicator Removal on Host,System Monitoring
T1070.001,SI-4,Clear Windows Event Logs,System Monitoring
T1070.003,SI-4,Clear Command History,System Monitoring
T1078.002,SI-4,Domain Accounts,System Monitoring
T1078.004,SI-4,Cloud Accounts,System Monitoring
T1095,SI-4,Non-Application Layer Protocol,System Monitoring
T1098,SI-4,Account Manipulation,System Monitoring
T1098.001,SI-4,Additional Cloud Credentials,System Monitoring
T1098.002,SI-4,Exchange Email Delegate Permissions,System Monitoring
T1098.003,SI-4,Add Office 365 Global Administrator Role,System Monitoring
T1098.004,SI-4,SSH Authorized Keys,System Monitoring
T1105,SI-4,Ingress Tool Transfer,System Monitoring
T1106,SI-4,Native API,System Monitoring
T1129,SI-4,Shared Modules,System Monitoring
T1176,SI-4,Browser Extensions,System Monitoring
T1189,SI-4,Drive-by Compromise,System Monitoring
T1190,SI-4,Exploit Public-Facing Application,System Monitoring
T1197,SI-4,BITS Jobs,System Monitoring
T1203,SI-4,Exploitation for Client Execution,System Monitoring
T1205,SI-4,Traffic Signaling,System Monitoring
T1205.001,SI-4,Port Knocking,System Monitoring
T1210,SI-4,Exploitation of Remote Services,System Monitoring
T1211,SI-4,Exploitation for Defense Evasion,System Monitoring
T1216,SI-4,Signed Script Proxy Execution,System Monitoring
T1216.001,SI-4,PubPrn,System Monitoring
T1218.003,SI-4,CMSTP,System Monitoring
T1218.004,SI-4,InstallUtil,System Monitoring
T1218.008,SI-4,Odbcconf,System Monitoring
T1218.009,SI-4,Regsvcs/Regasm,System Monitoring
T1218.010,SI-4,Regsvr32,System Monitoring
T1218.012,SI-4,Verclsid,System Monitoring
T1218.013,SI-4,Mavinject,System Monitoring
T1218.014,SI-4,MMC,System Monitoring
T1219,SI-4,Remote Access Software,System Monitoring
T1221,SI-4,Template Injection,System Monitoring
T1222,SI-4,File and Directory Permissions Modification,System Monitoring
T1486,SI-4,Data Encrypted for Impact,System Monitoring
T1490,SI-4,Inhibit System Recovery,System Monitoring
T1491,SI-4,Defacement,System Monitoring
T1491.001,SI-4,Internal Defacement,System Monitoring
T1491.002,SI-4,External Defacement,System Monitoring
T1499,SI-4,Endpoint Denial of Service,System Monitoring
T1499.001,SI-4,OS Exhaustion Flood,System Monitoring
T1499.002,SI-4,Service Exhaustion Flood,System Monitoring
T1499.003,SI-4,Application Exhaustion Flood,System Monitoring
T1499.004,SI-4,Application or System Exploitation,System Monitoring
T1505,SI-4,Server Software Component,System Monitoring
T1505.003,SI-4,Web Shell,System Monitoring
T1525,SI-4,Implant Internal Image,System Monitoring
T1537,SI-4,Transfer Data to Cloud Account,System Monitoring
T1543,SI-4,Create or Modify System Process,System Monitoring
T1546.002,SI-4,Screensaver,System Monitoring
T1546.003,SI-4,Windows Management Instrumentation Event Subscription,System Monitoring
T1546.006,SI-4,LC_LOAD_DYLIB Addition,System Monitoring
T1547.002,SI-4,Authentication Package,System Monitoring
T1547.003,SI-4,Time Providers,System Monitoring
T1547.004,SI-4,Winlogon Helper DLL,System Monitoring
T1547.006,SI-4,Kernel Modules and Extensions,System Monitoring
T1547.007,SI-4,Re-opened Applications,System Monitoring
T1547.008,SI-4,LSASS Driver,System Monitoring
T1547.009,SI-4,Shortcut Modification,System Monitoring
T1548.002,SI-4,Bypass User Account Control,System Monitoring
T1548.003,SI-4,Sudo and Sudo Caching,System Monitoring
T1550.001,SI-4,Application Access Token,System Monitoring
T1552.003,SI-4,Bash History,System Monitoring
T1552.005,SI-4,Cloud Instance Metadata API,System Monitoring
T1553.001,SI-4,Gatekeeper Bypass,System Monitoring
T1553.005,SI-4,Mark-of-the-Web Bypass,System Monitoring
T1555.002,SI-4,Securityd Memory,System Monitoring
T1556.004,SI-4,Network Device Authentication,System Monitoring
T1558,SI-4,Steal or Forge Kerberos Tickets,System Monitoring
T1558.003,SI-4,Kerberoasting,System Monitoring
T1559,SI-4,Inter-Process Communication,System Monitoring
T1559.002,SI-4,Dynamic Data Exchange,System Monitoring
T1562,SI-4,Impair Defenses,System Monitoring
T1562.001,SI-4,Disable or Modify Tools,System Monitoring
T1562.003,SI-4,Impair Command History Logging,System Monitoring
T1562.006,SI-4,Indicator Blocking,System Monitoring
T1562.010,SI-4,Downgrade Attack,System Monitoring
T1564.002,SI-4,Hidden Users,System Monitoring
T1565,SI-4,Data Manipulation,System Monitoring
T1565.001,SI-4,Stored Data Manipulation,System Monitoring
T1565.002,SI-4,Transmitted Data Manipulation,System Monitoring
T1565.003,SI-4,Runtime Data Manipulation,System Monitoring
T1567,SI-4,Exfiltration Over Web Service,System Monitoring
T1568.002,SI-4,Domain Generation Algorithms,System Monitoring
T1570,SI-4,Lateral Tool Transfer,System Monitoring
T1574,SI-4,Hijack Execution Flow,System Monitoring
T1574.007,SI-4,Path Interception by PATH Environment Variable,System Monitoring
T1602.002,SI-4,Network Device Configuration Dump,System Monitoring
T1610,SI-4,Deploy Container,System Monitoring
T1001,SI-4,Data Obfuscation,System Monitoring
T1001.001,SI-4,Junk Data,System Monitoring
T1001.002,SI-4,Steganography,System Monitoring
T1001.003,SI-4,Protocol Impersonation,System Monitoring
T1003,SI-4,OS Credential Dumping,System Monitoring
T1003.004,SI-4,LSA Secrets,System Monitoring
T1003.005,SI-4,Cached Domain Credentials,System Monitoring
T1003.006,SI-4,DCSync,System Monitoring
T1003.007,SI-4,Proc Filesystem,System Monitoring
T1003.008,SI-4,/etc/passwd and /etc/shadow,System Monitoring
T1008,SI-4,Fallback Channels,System Monitoring
T1021,SI-4,Remote Services,System Monitoring
T1021.002,SI-4,SMB/Windows Admin Shares,System Monitoring
T1021.003,SI-4,Distributed Component Object Model,System Monitoring
T1021.004,SI-4,SSH,System Monitoring
T1021.005,SI-4,VNC,System Monitoring
T1021.006,SI-4,Windows Remote Management,System Monitoring
T1025,SI-4,Data from Removable Media,System Monitoring
T1029,SI-4,Scheduled Transfer,System Monitoring
T1030,SI-4,Data Transfer Size Limits,System Monitoring
T1036,SI-4,Masquerading,System Monitoring
T1036.001,SI-4,Invalid Code Signature,System Monitoring
T1036.003,SI-4,Rename System Utilities,System Monitoring
T1036.005,SI-4,Match Legitimate Name or Location,System Monitoring
T1036.007,SI-4,Double File Extension,System Monitoring
T1037,SI-4,Boot or Logon Initialization Scripts,System Monitoring
T1037.003,SI-4,Network Logon Script,System Monitoring
T1037.004,SI-4,RC Scripts,System Monitoring
T1041,SI-4,Exfiltration Over C2 Channel,System Monitoring
T1048,SI-4,Exfiltration Over Alternative Protocol,System Monitoring
T1048.001,SI-4,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,System Monitoring
T1048.002,SI-4,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,System Monitoring
T1048.003,SI-4,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,System Monitoring
T1052,SI-4,Exfiltration Over Physical Medium,System Monitoring
T1052.001,SI-4,Exfiltration over USB,System Monitoring
T1053.006,SI-4,Systemd Timers,System Monitoring
T1055.002,SI-4,Portable Executable Injection,System Monitoring
T1055.003,SI-4,Thread Execution Hijacking,System Monitoring
T1055.004,SI-4,Asynchronous Procedure Call,System Monitoring
T1055.005,SI-4,Thread Local Storage,System Monitoring
T1055.008,SI-4,Ptrace System Calls,System Monitoring
T1055.009,SI-4,Proc Memory,System Monitoring
T1055.011,SI-4,Extra Window Memory Injection,System Monitoring
T1055.012,SI-4,Process Hollowing,System Monitoring
T1055.013,SI-4,Process Doppelgänging,System Monitoring
T1059.003,SI-4,Windows Command Shell,System Monitoring
T1059.004,SI-4,Unix Shell,System Monitoring
T1059.006,SI-4,Python,System Monitoring
T1059.007,SI-4,JavaScript,System Monitoring
T1070.002,SI-4,Clear Linux or Mac System Logs,System Monitoring
T1071,SI-4,Application Layer Protocol,System Monitoring
T1071.001,SI-4,Web Protocols,System Monitoring
T1071.002,SI-4,File Transfer Protocols,System Monitoring
T1071.003,SI-4,Mail Protocols,System Monitoring
T1071.004,SI-4,DNS,System Monitoring
T1072,SI-4,Software Deployment Tools,System Monitoring
T1078.001,SI-4,Default Accounts,System Monitoring
T1078.003,SI-4,Local Accounts,System Monitoring
T1080,SI-4,Taint Shared Content,System Monitoring
T1087,SI-4,Account Discovery,System Monitoring
T1090,SI-4,Proxy,System Monitoring
T1090.001,SI-4,Internal Proxy,System Monitoring
T1090.002,SI-4,External Proxy,System Monitoring
T1092,SI-4,Communication Through Removable Media,System Monitoring
T1102,SI-4,Web Service,System Monitoring
T1102.001,SI-4,Dead Drop Resolver,System Monitoring
T1102.002,SI-4,Bidirectional Communication,System Monitoring
T1102.003,SI-4,One-Way Communication,System Monitoring
T1104,SI-4,Multi-Stage Channels,System Monitoring
T1110,SI-4,Brute Force,System Monitoring
T1110.003,SI-4,Password Spraying,System Monitoring
T1110.004,SI-4,Credential Stuffing,System Monitoring
T1114,SI-4,Email Collection,System Monitoring
T1114.001,SI-4,Local Email Collection,System Monitoring
T1114.002,SI-4,Remote Email Collection,System Monitoring
T1114.003,SI-4,Email Forwarding Rule,System Monitoring
